area,name,lat,long,status,note
鎌倉市,3-6,35.3242756,139.5524631,0,雪ノ下二丁目2番12号:川喜多映画記念館
鎌倉市,3-7,35.3236486,139.5612396,1,雪ノ下三丁目10番3号:清泉小学校ラファエラ広場フェンス
鎌倉市,4-1,35.3206231,139.5536104,2,小町二丁目14番4号:カトリック雪ノ下教会フェンス
鎌倉市,4-2,35.3192137,139.5525028,4,小町一丁目8番4号:小町サイクルパークフェンス
鎌倉市,4-3,35.3222063,139.5509931,5,小町二丁目4番:JR柵
鎌倉市,4-4,35.3181385,139.5519458,6,小町一丁目10番3号:鎌倉郵便局南側フェンス
鎌倉市,4-5,35.3191524,139.5541159,0,小町二丁目23番12号:細川宅塀
鎌倉市,4-6,35.3174426,139.5531056,1,小町一丁目12番7号:本覚寺塀
鎌倉市,4-7,35.3173902,139.5517093,2,小町一丁目13番:本覚寺駐車場前転落防止柵
鎌倉市,5-1,35.3169931,139.55537,1,大町一丁目1091:比企谷幼稚園手前水路脇
